Source,JobTitle_EN,JobTitle_GE,Skills,Description
jobs.ge-inspired (Georgia entry-level market),Hotel Administrator (Part-time),სასტუმროს ადმინისტრატორი (ცვლაში),Customer service; Multitasking; Speed; Food safety; Hygiene; Teamwork,"Entry-level role supporting daily responsibilities as a Hotel Administrator (Part-time), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Office Administrator (Trainee),ოფისის ადმინისტრატორი (დამწყები),MS Office; Email etiquette; Scheduling; Organization; Data entry; Attention to detail; Document management,"Entry-level role supporting daily responsibilities as a Office Administrator (Trainee), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),1C Operator (Warehouse) (Part-time),საწყობის 1C ოპერატორი (ცვლაში),Accuracy; Physical stamina; Inventory handling; Packing; Basic math; Teamwork; Safety awareness,"Entry-level role supporting daily responsibilities as a 1C Operator (Warehouse) (Part-time), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Cook (Assistant),მზარეული (ასისტენტი),Customer service; Multitasking; Speed; Food safety; Hygiene; Teamwork; Time management; Stress tolerance,"Entry-level role supporting daily responsibilities as a Cook (Assistant), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Barista (Trainee),ბარისტა (ჯუნიორი),Customer service; Multitasking; Speed; Food safety; Hygiene; Teamwork,"Entry-level role supporting daily responsibilities as a Barista (Trainee), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Service Desk Operator (Entry Level),სერვის დესკის ოპერატორი (დამწყები),Active listening; Problem solving; CRM tools; Written communication; Phone etiquette; Empathy; Time management; Conflict resolution,"Entry-level role supporting daily responsibilities as a Service Desk Operator (Entry Level), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Kitchen Helper (Shift),სამზარეულოს დამხმარე (დამწყები),Customer service; Multitasking; Speed; Food safety; Hygiene; Teamwork; Time management; Stress tolerance,"Entry-level role supporting daily responsibilities as a Kitchen Helper (Shift), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Courier,კურიერი,Navigation; Time management; Customer service; Cash handling; Safe driving; Reliability,"Entry-level role supporting daily responsibilities as a Courier, typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Teller/Operator (Trainee),მოლარე-ოპერატორი (ასისტენტი),Excel; Attention to detail; Basic accounting; Reconciliation; Confidentiality; Organization; Data accuracy; Communication,"Entry-level role supporting daily responsibilities as a Teller/Operator (Trainee), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Office Administrator,ოფისის ადმინისტრატორი,MS Office; Email etiquette; Scheduling; Organization; Data entry; Attention to detail; Document management; Communication,"Entry-level role supporting daily responsibilities as a Office Administrator, typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Contact Center Operator (Part-time),სატელეფონო ცენტრის ოპერატორი (ჯუნიორი),Active listening; Problem solving; CRM tools; Written communication; Phone etiquette; Empathy,"Entry-level role supporting daily responsibilities as a Contact Center Operator (Part-time), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Merchandiser,მერჩენდაიზერი,Customer service; Communication; POS systems; Cash handling; Product knowledge; Upselling; Teamwork; Attention to detail,"Entry-level role supporting daily responsibilities as a Merchandiser, typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Housekeeper (Entry Level),ოთახების მომვლელი (ცვლაში),Customer service; Multitasking; Speed; Food safety; Hygiene; Teamwork,"Entry-level role supporting daily responsibilities as a Housekeeper (Entry Level), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Teller/Operator (Shift),მოლარე-ოპერატორი (სტაჟიორი),Excel; Attention to detail; Basic accounting; Reconciliation; Confidentiality; Organization; Data accuracy,"Entry-level role supporting daily responsibilities as a Teller/Operator (Shift), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Hotel Administrator (Assistant),სასტუმროს ადმინისტრატორი (სტაჟიორი),Customer service; Multitasking; Speed; Food safety; Hygiene; Teamwork,"Entry-level role supporting daily responsibilities as a Hotel Administrator (Assistant), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Waiter/Waitress (Assistant),ოფიციანტი (სტაჟიორი),Customer service; Multitasking; Speed; Food safety; Hygiene; Teamwork; Time management,"Entry-level role supporting daily responsibilities as a Waiter/Waitress (Assistant), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Courier (Part-time),კურიერი (დამწყები),Navigation; Time management; Customer service; Cash handling; Safe driving; Reliability,"Entry-level role supporting daily responsibilities as a Courier (Part-time), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Baker (Shift),მცხობელი (ასისტენტი),Customer service; Multitasking; Speed; Food safety; Hygiene; Teamwork,"Entry-level role supporting daily responsibilities as a Baker (Shift), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Sales Assistant (Junior),გაყიდვების ასისტენტი (ჯუნიორი),Customer service; Communication; POS systems; Cash handling; Product knowledge; Upselling; Teamwork,"Entry-level role supporting daily responsibilities as a Sales Assistant (Junior), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Contact Center Operator (Entry Level),სატელეფონო ცენტრის ოპერატორი (სტაჟიორი),Active listening; Problem solving; CRM tools; Written communication; Phone etiquette; Empathy; Time management,"Entry-level role supporting daily responsibilities as a Contact Center Operator (Entry Level), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Production Worker (Assistant),წარმოების თანამშრომელი (ასისტენტი),Manual dexterity; Quality checks; Safety awareness; Following procedures; Teamwork; Time management,"Entry-level role supporting daily responsibilities as a Production Worker (Assistant), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Waiter/Waitress (Part-time),ოფიციანტი (ასისტენტი),Customer service; Multitasking; Speed; Food safety; Hygiene; Teamwork; Time management,"Entry-level role supporting daily responsibilities as a Waiter/Waitress (Part-time), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Waiter/Waitress,ოფიციანტი,Customer service; Multitasking; Speed; Food safety; Hygiene; Teamwork,"Entry-level role supporting daily responsibilities as a Waiter/Waitress, typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),1C Operator (Warehouse),საწყობის 1C ოპერატორი,Accuracy; Physical stamina; Inventory handling; Packing; Basic math; Teamwork,"Entry-level role supporting daily responsibilities as a 1C Operator (Warehouse), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),1C Operator (Warehouse) (Junior),საწყობის 1C ოპერატორი (ასისტენტი),Accuracy; Physical stamina; Inventory handling; Packing; Basic math; Teamwork,"Entry-level role supporting daily responsibilities as a 1C Operator (Warehouse) (Junior), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Sales Assistant (Trainee),გაყიდვების ასისტენტი (სტაჟიორი),Customer service; Communication; POS systems; Cash handling; Product knowledge; Upselling,"Entry-level role supporting daily responsibilities as a Sales Assistant (Trainee), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Contact Center Operator (Assistant),სატელეფონო ცენტრის ოპერატორი (ცვლაში),Active listening; Problem solving; CRM tools; Written communication; Phone etiquette; Empathy; Time management,"Entry-level role supporting daily responsibilities as a Contact Center Operator (Assistant), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Cashier-Consultant,მოლარე-კონსულტანტი,Customer service; Communication; POS systems; Cash handling; Product knowledge; Upselling; Teamwork,"Entry-level role supporting daily responsibilities as a Cashier-Consultant, typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Packaging Worker (Entry Level),შეფუთვის თანამშრომელი (სტაჟიორი),Manual dexterity; Quality checks; Safety awareness; Following procedures; Teamwork; Time management,"Entry-level role supporting daily responsibilities as a Packaging Worker (Entry Level), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Kitchen Helper (Trainee),სამზარეულოს დამხმარე (ასისტენტი),Customer service; Multitasking; Speed; Food safety; Hygiene; Teamwork; Time management; Stress tolerance,"Entry-level role supporting daily responsibilities as a Kitchen Helper (Trainee), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Cook (Shift),მზარეული (დამწყები),Customer service; Multitasking; Speed; Food safety; Hygiene; Teamwork,"Entry-level role supporting daily responsibilities as a Cook (Shift), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Accounting Assistant,ბუღალტრის თანაშემწე,Excel; Attention to detail; Basic accounting; Reconciliation; Confidentiality; Organization; Data accuracy,"Entry-level role supporting daily responsibilities as a Accounting Assistant, typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Cook (Entry Level),მზარეული (დამწყები),Customer service; Multitasking; Speed; Food safety; Hygiene; Teamwork; Time management,"Entry-level role supporting daily responsibilities as a Cook (Entry Level), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Driver-Expeditor (Part-time),მძღოლ-ექსპედიტორი (დამწყები),Navigation; Time management; Customer service; Cash handling; Safe driving; Reliability; Problem solving,"Entry-level role supporting daily responsibilities as a Driver-Expeditor (Part-time), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Housekeeper (Trainee),ოთახების მომვლელი (ასისტენტი),Customer service; Multitasking; Speed; Food safety; Hygiene; Teamwork; Time management; Stress tolerance,"Entry-level role supporting daily responsibilities as a Housekeeper (Trainee), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Administrative Assistant (Entry Level),ადმინისტრაციული ასისტენტი (ჯუნიორი),MS Office; Email etiquette; Scheduling; Organization; Data entry; Attention to detail,"Entry-level role supporting daily responsibilities as a Administrative Assistant (Entry Level), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Cook,მზარეული,Customer service; Multitasking; Speed; Food safety; Hygiene; Teamwork,"Entry-level role supporting daily responsibilities as a Cook, typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Kitchen Helper (Junior),სამზარეულოს დამხმარე (ცვლაში),Customer service; Multitasking; Speed; Food safety; Hygiene; Teamwork; Time management; Stress tolerance,"Entry-level role supporting daily responsibilities as a Kitchen Helper (Junior), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Housekeeper (Assistant),ოთახების მომვლელი (ჯუნიორი),Customer service; Multitasking; Speed; Food safety; Hygiene; Teamwork; Time management,"Entry-level role supporting daily responsibilities as a Housekeeper (Assistant), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Office Administrator (Part-time),ოფისის ადმინისტრატორი (დამწყები),MS Office; Email etiquette; Scheduling; Organization; Data entry; Attention to detail; Document management,"Entry-level role supporting daily responsibilities as a Office Administrator (Part-time), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Housekeeper,ოთახების მომვლელი,Customer service; Multitasking; Speed; Food safety; Hygiene; Teamwork; Time management,"Entry-level role supporting daily responsibilities as a Housekeeper, typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Driver-Expeditor (Junior),მძღოლ-ექსპედიტორი (ჯუნიორი),Navigation; Time management; Customer service; Cash handling; Safe driving; Reliability,"Entry-level role supporting daily responsibilities as a Driver-Expeditor (Junior), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Sales Consultant (Assistant),გამყიდველ-კონსულტანტი (ჯუნიორი),Customer service; Communication; POS systems; Cash handling; Product knowledge; Upselling; Teamwork,"Entry-level role supporting daily responsibilities as a Sales Consultant (Assistant), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Courier (Junior),კურიერი (დამწყები),Navigation; Time management; Customer service; Cash handling; Safe driving; Reliability; Problem solving,"Entry-level role supporting daily responsibilities as a Courier (Junior), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Driver-Expeditor (Assistant),მძღოლ-ექსპედიტორი (ასისტენტი),Navigation; Time management; Customer service; Cash handling; Safe driving; Reliability; Problem solving,"Entry-level role supporting daily responsibilities as a Driver-Expeditor (Assistant), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Customer Service Operator (Junior),მომხმარებელთა მომსახურების ოპერატორი (ჯუნიორი),Active listening; Problem solving; CRM tools; Written communication; Phone etiquette; Empathy; Time management; Conflict resolution,"Entry-level role supporting daily responsibilities as a Customer Service Operator (Junior), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Customer Service Operator (Shift),მომხმარებელთა მომსახურების ოპერატორი (ცვლაში),Active listening; Problem solving; CRM tools; Written communication; Phone etiquette; Empathy; Time management,"Entry-level role supporting daily responsibilities as a Customer Service Operator (Shift), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Kitchen Helper (Part-time),სამზარეულოს დამხმარე (სტაჟიორი),Customer service; Multitasking; Speed; Food safety; Hygiene; Teamwork; Time management,"Entry-level role supporting daily responsibilities as a Kitchen Helper (Part-time), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Merchandiser (Shift),მერჩენდაიზერი (დამწყები),Customer service; Communication; POS systems; Cash handling; Product knowledge; Upselling; Teamwork,"Entry-level role supporting daily responsibilities as a Merchandiser (Shift), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Driver-Expeditor (Trainee),მძღოლ-ექსპედიტორი (დამწყები),Navigation; Time management; Customer service; Cash handling; Safe driving; Reliability; Problem solving; Communication,"Entry-level role supporting daily responsibilities as a Driver-Expeditor (Trainee), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Courier (Shift),კურიერი (სტაჟიორი),Navigation; Time management; Customer service; Cash handling; Safe driving; Reliability; Problem solving; Communication,"Entry-level role supporting daily responsibilities as a Courier (Shift), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Service Desk Operator (Assistant),სერვის დესკის ოპერატორი (ცვლაში),Active listening; Problem solving; CRM tools; Written communication; Phone etiquette; Empathy; Time management,"Entry-level role supporting daily responsibilities as a Service Desk Operator (Assistant), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Accounting Assistant (Entry Level),ბუღალტრის თანაშემწე (ჯუნიორი),Excel; Attention to detail; Basic accounting; Reconciliation; Confidentiality; Organization; Data accuracy,"Entry-level role supporting daily responsibilities as a Accounting Assistant (Entry Level), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Cleaner (Shift),დამლაგებელი (დამწყები),Vigilance; Customer service; Incident reporting; Reliability; Communication; Safety procedures; Teamwork,"Entry-level role supporting daily responsibilities as a Cleaner (Shift), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Production Worker (Shift),წარმოების თანამშრომელი (ასისტენტი),Manual dexterity; Quality checks; Safety awareness; Following procedures; Teamwork; Time management; Attention to detail; Basic machine handling,"Entry-level role supporting daily responsibilities as a Production Worker (Shift), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Courier (Trainee),კურიერი (ცვლაში),Navigation; Time management; Customer service; Cash handling; Safe driving; Reliability; Problem solving,"Entry-level role supporting daily responsibilities as a Courier (Trainee), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Waiter/Waitress (Entry Level),ოფიციანტი (ასისტენტი),Customer service; Multitasking; Speed; Food safety; Hygiene; Teamwork; Time management,"Entry-level role supporting daily responsibilities as a Waiter/Waitress (Entry Level), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Production Worker (Part-time),წარმოების თანამშრომელი (ჯუნიორი),Manual dexterity; Quality checks; Safety awareness; Following procedures; Teamwork; Time management; Attention to detail; Basic machine handling,"Entry-level role supporting daily responsibilities as a Production Worker (Part-time), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Contact Center Operator (Junior),სატელეფონო ცენტრის ოპერატორი (ასისტენტი),Active listening; Problem solving; CRM tools; Written communication; Phone etiquette; Empathy; Time management; Conflict resolution,"Entry-level role supporting daily responsibilities as a Contact Center Operator (Junior), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Promoter (Shift),პრომოუტერი (სტაჟიორი),Customer service; Communication; POS systems; Cash handling; Product knowledge; Upselling,"Entry-level role supporting daily responsibilities as a Promoter (Shift), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Technical Specialist (Junior) (Part-time),ტექნიკური სპეციალისტი (ჯუნიორი) (ჯუნიორი),Basic SQL; Excel; Attention to detail; Analytical thinking; Documentation; Teamwork; Communication; Learning mindset,"Entry-level role supporting daily responsibilities as a Technical Specialist (Junior) (Part-time), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Administrative Assistant,ადმინისტრაციული ასისტენტი,MS Office; Email etiquette; Scheduling; Organization; Data entry; Attention to detail,"Entry-level role supporting daily responsibilities as a Administrative Assistant, typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Warehouse Employee (Trainee),საწყობის თანამშრომელი (ასისტენტი),Accuracy; Physical stamina; Inventory handling; Packing; Basic math; Teamwork,"Entry-level role supporting daily responsibilities as a Warehouse Employee (Trainee), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Baker (Trainee),მცხობელი (ასისტენტი),Customer service; Multitasking; Speed; Food safety; Hygiene; Teamwork,"Entry-level role supporting daily responsibilities as a Baker (Trainee), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Security Officer (Trainee),უსაფრთხოების ოფიცერი (ჯუნიორი),Vigilance; Customer service; Incident reporting; Reliability; Communication; Safety procedures,"Entry-level role supporting daily responsibilities as a Security Officer (Trainee), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Promoter (Assistant),პრომოუტერი (დამწყები),Customer service; Communication; POS systems; Cash handling; Product knowledge; Upselling,"Entry-level role supporting daily responsibilities as a Promoter (Assistant), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Packaging Worker (Trainee),შეფუთვის თანამშრომელი (ჯუნიორი),Manual dexterity; Quality checks; Safety awareness; Following procedures; Teamwork; Time management,"Entry-level role supporting daily responsibilities as a Packaging Worker (Trainee), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Waiter/Waitress (Shift),ოფიციანტი (ასისტენტი),Customer service; Multitasking; Speed; Food safety; Hygiene; Teamwork; Time management; Stress tolerance,"Entry-level role supporting daily responsibilities as a Waiter/Waitress (Shift), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Merchandiser (Part-time),მერჩენდაიზერი (ასისტენტი),Customer service; Communication; POS systems; Cash handling; Product knowledge; Upselling; Teamwork,"Entry-level role supporting daily responsibilities as a Merchandiser (Part-time), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Technical Specialist (Junior) (Shift),ტექნიკური სპეციალისტი (ჯუნიორი) (ცვლაში),Basic SQL; Excel; Attention to detail; Analytical thinking; Documentation; Teamwork,"Entry-level role supporting daily responsibilities as a Technical Specialist (Junior) (Shift), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Baker (Junior),მცხობელი (ჯუნიორი),Customer service; Multitasking; Speed; Food safety; Hygiene; Teamwork; Time management; Stress tolerance,"Entry-level role supporting daily responsibilities as a Baker (Junior), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Security Officer (Assistant),უსაფრთხოების ოფიცერი (ჯუნიორი),Vigilance; Customer service; Incident reporting; Reliability; Communication; Safety procedures; Teamwork,"Entry-level role supporting daily responsibilities as a Security Officer (Assistant), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Barista (Entry Level),ბარისტა (დამწყები),Customer service; Multitasking; Speed; Food safety; Hygiene; Teamwork; Time management,"Entry-level role supporting daily responsibilities as a Barista (Entry Level), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Cook (Junior),მზარეული (ასისტენტი),Customer service; Multitasking; Speed; Food safety; Hygiene; Teamwork; Time management,"Entry-level role supporting daily responsibilities as a Cook (Junior), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Cleaner (Part-time),დამლაგებელი (ასისტენტი),Vigilance; Customer service; Incident reporting; Reliability; Communication; Safety procedures; Teamwork; Calm under pressure,"Entry-level role supporting daily responsibilities as a Cleaner (Part-time), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Sales Consultant (Part-time),გამყიდველ-კონსულტანტი (ასისტენტი),Customer service; Communication; POS systems; Cash handling; Product knowledge; Upselling; Teamwork,"Entry-level role supporting daily responsibilities as a Sales Consultant (Part-time), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Security Officer,უსაფრთხოების ოფიცერი,Vigilance; Customer service; Incident reporting; Reliability; Communication; Safety procedures; Teamwork,"Entry-level role supporting daily responsibilities as a Security Officer, typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
jobs.ge-inspired (Georgia entry-level market),Service Desk Operator (Part-time),სერვის დესკის ოპერატორი (ცვლაში),Active listening; Problem solving; CRM tools; Written communication; Phone etiquette; Empathy; Time management,"Entry-level role supporting daily responsibilities as a Service Desk Operator (Part-time), typically in a fast-moving team setting. Focuses on reliability, communication, and learning the company’s processes while delivering consistent results."
